Running from this directory: /cluster/work/simennes/Project_thesis/Project_thesis
Name of job: tune_params
ID of job: 23134776
The job was run on these nodes: idun-07-07
[I 2025-10-17 13:09:10,215] Trial 0 finished with value: 0.12883757602187879 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.12883757602187879.
[I 2025-10-18 02:23:50,589] Trial 49 finished with value: 0.18687656673825034 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.40228275019692983, 'batch_norm': False, 'lr': 0.00022631428365364498, 'weight_decay': 0.0003551377150375126, 'epochs': 244, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 47 with value: 0.21546222919591088.
[I 2025-10-18 02:27:36,955] Trial 50 finished with value: 0.21908921784536173 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.34174178250696885, 'batch_norm': False, 'lr': 7.017382526692895e-06, 'weight_decay': 6.151848745538868e-07, 'epochs': 272, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:31:20,461] Trial 51 finished with value: 0.2048890743948474 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3437428108593493, 'batch_norm': False, 'lr': 6.962618618211252e-06, 'weight_decay': 4.546541762231648e-07, 'epochs': 268, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:35:35,187] Trial 52 finished with value: 0.21201717321382704 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.2804799373298585, 'batch_norm': False, 'lr': 5.756988394277458e-05, 'weight_decay': 2.4554302312062355e-06, 'epochs': 316, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:39:39,807] Trial 53 finished with value: 0.217355504099949 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.2756485950322134, 'batch_norm': False, 'lr': 4.831684486274542e-05, 'weight_decay': 8.353694871746725e-07, 'epochs': 303, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:43:58,701] Trial 54 finished with value: 0.20442018117315727 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.23028068733565568, 'batch_norm': False, 'lr': 2.1760268325952913e-06, 'weight_decay': 1.1152900687376915e-06, 'epochs': 313, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:48:05,566] Trial 55 finished with value: 0.21285599648169934 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.27289204998266436, 'batch_norm': False, 'lr': 5.802559345246245e-05, 'weight_decay': 9.466590392105891e-07, 'epochs': 307, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:52:15,123] Trial 56 finished with value: 0.20828548604953578 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.27436162045063245, 'batch_norm': False, 'lr': 5.555791551921042e-05, 'weight_decay': 1.0631047751727982e-06, 'epochs': 311, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 02:56:41,518] Trial 57 finished with value: 0.21410987694651107 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.21172079207693625, 'batch_norm': False, 'lr': 2.3626405848369706e-05, 'weight_decay': 3.7653083639699784e-07, 'epochs': 330, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:01:10,851] Trial 58 finished with value: 0.189062116660348 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.18275435613751637, 'batch_norm': False, 'lr': 2.86782553755269e-06, 'weight_decay': 3.6283286731631566e-07, 'epochs': 330, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:05:15,765] Trial 59 finished with value: 0.093874649240399 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.2170813868132523, 'batch_norm': True, 'lr': 1.7452672157325477e-05, 'weight_decay': 1.3152275982632207e-07, 'epochs': 297, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:09:41,225] Trial 60 finished with value: 0.20922522468170793 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.1812068300861415, 'batch_norm': False, 'lr': 2.5670945232874106e-05, 'weight_decay': 7.930251538945698e-07, 'epochs': 331, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:14:21,008] Trial 61 finished with value: 0.20542399305310907 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.2620191374144749, 'batch_norm': False, 'lr': 5.470275434439293e-05, 'weight_decay': 2.7409614177661513e-06, 'epochs': 350, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:18:23,387] Trial 62 finished with value: 0.21221579631828855 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.28487591513769467, 'batch_norm': False, 'lr': 0.00010570877592489209, 'weight_decay': 2.3279483447778867e-07, 'epochs': 301, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:22:05,860] Trial 63 finished with value: 0.21796167341832592 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.30765081432658037, 'batch_norm': False, 'lr': 0.00010680156040756882, 'weight_decay': 1.9347316323377584e-07, 'epochs': 278, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:25:49,018] Trial 64 finished with value: 0.2158335272774155 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3085801922332794, 'batch_norm': False, 'lr': 0.00012658334132637327, 'weight_decay': 1.977027842054536e-07, 'epochs': 280, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:29:30,566] Trial 65 finished with value: 0.21886373862434272 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.36740347248728994, 'batch_norm': False, 'lr': 0.00015779612518534858, 'weight_decay': 1.9464020088715882e-07, 'epochs': 278, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:33:13,860] Trial 66 finished with value: 0.21388501944190388 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.30715158452828895, 'batch_norm': False, 'lr': 0.00015353564325399822, 'weight_decay': 1.7538458359830516e-07, 'epochs': 280, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:36:48,163] Trial 67 finished with value: 0.16545987253314973 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3658638516438037, 'batch_norm': False, 'lr': 0.0006241486292462216, 'weight_decay': 1.0397670843242633e-07, 'epochs': 269, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:38:31,584] Trial 68 finished with value: 0.18150028079167757 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.3149532966590042, 'batch_norm': False, 'lr': 0.0002565818017274627, 'weight_decay': 5.985572371642215e-07, 'epochs': 257, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 50 with value: 0.21908921784536173.
[I 2025-10-18 03:41:45,244] Trial 69 finished with value: 0.2278205984115373 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.41479223682059246, 'batch_norm': False, 'lr': 0.00011908738592820123, 'weight_decay': 2.2310418326324017e-07, 'epochs': 241, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 03:45:32,445] Trial 70 finished with value: 0.21607842007245487 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.414179659201552, 'batch_norm': False, 'lr': 0.00012373447745154896, 'weight_decay': 2.1974707835605155e-07, 'epochs': 286, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 03:49:23,500] Trial 71 finished with value: 0.21343296423053534 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4216913353172047, 'batch_norm': False, 'lr': 0.00014714196751847153, 'weight_decay': 2.1538132813891085e-07, 'epochs': 291, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 03:53:06,251] Trial 72 finished with value: 0.2231137128593502 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.41527307229458116, 'batch_norm': False, 'lr': 0.00017356704628401675, 'weight_decay': 2.6022377166271085e-07, 'epochs': 280, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 03:56:50,853] Trial 73 finished with value: 0.2084235505761028 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.37886219345575606, 'batch_norm': False, 'lr': 0.000184631061073493, 'weight_decay': 1.6808520379277187e-07, 'epochs': 282, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:00:17,317] Trial 74 finished with value: 0.22547176819303574 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.46039227852201015, 'batch_norm': False, 'lr': 0.00028276728798130743, 'weight_decay': 2.730301547980944e-07, 'epochs': 258, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:03:46,401] Trial 75 finished with value: 0.20490759863785124 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.46540227887503877, 'batch_norm': False, 'lr': 0.00040063899137162393, 'weight_decay': 2.7663601840620553e-07, 'epochs': 261, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:06:45,702] Trial 76 finished with value: 0.09204347168345772 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.4174644514250524, 'batch_norm': True, 'lr': 0.00027034618050755024, 'weight_decay': 5.367482908093276e-07, 'epochs': 214, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:10:18,371] Trial 77 finished with value: 0.22300771920313087 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3909058354828212, 'batch_norm': False, 'lr': 0.00017104708717275818, 'weight_decay': 1.4275114654736233e-07, 'epochs': 265, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:13:49,896] Trial 78 finished with value: 0.19184851306229786 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4529997310618047, 'batch_norm': False, 'lr': 0.0004892809830239393, 'weight_decay': 1.0036109636728888e-07, 'epochs': 264, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:14:47,467] Trial 79 finished with value: 0.20860025266700993 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.38990364523442145, 'batch_norm': False, 'lr': 0.0001870354252383855, 'weight_decay': 1.3909691659434052e-07, 'epochs': 254, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:18:24,990] Trial 80 finished with value: 0.2218515328703829 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3720122401766055, 'batch_norm': False, 'lr': 0.00027833199801362903, 'weight_decay': 2.9212498037617195e-07, 'epochs': 273, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:22:02,610] Trial 81 finished with value: 0.2134476934175561 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.36591588112932316, 'batch_norm': False, 'lr': 0.000316285461139846, 'weight_decay': 2.8764814464916674e-07, 'epochs': 274, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:25:54,893] Trial 82 finished with value: 0.18774275372429433 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4786165953536763, 'batch_norm': False, 'lr': 0.0005024162934664788, 'weight_decay': 3.8180224205705045e-07, 'epochs': 293, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:29:13,556] Trial 83 finished with value: 0.22574802502994856 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.40102828658550255, 'batch_norm': False, 'lr': 0.00019669513102724652, 'weight_decay': 6.65812671240657e-07, 'epochs': 247, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:32:22,122] Trial 84 finished with value: 0.2163429647351252 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4038945467329409, 'batch_norm': False, 'lr': 0.00021331897599813102, 'weight_decay': 5.616613765393127e-07, 'epochs': 234, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:35:42,606] Trial 85 finished with value: 0.21434851558290438 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.44833701048909397, 'batch_norm': False, 'lr': 0.0002859081288698476, 'weight_decay': 1.391243054433067e-06, 'epochs': 250, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:37:12,278] Trial 86 finished with value: 0.13770726587154314 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.37549230783018417, 'batch_norm': False, 'lr': 0.0006963577297353291, 'weight_decay': 1.4556835305733162e-07, 'epochs': 223, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:40:51,833] Trial 87 finished with value: 0.19078241773298715 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3944690642792207, 'batch_norm': False, 'lr': 0.0003816633632004067, 'weight_decay': 3.21682327057004e-07, 'epochs': 275, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:44:19,654] Trial 88 finished with value: 0.08400670710974083 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.4254025712423669, 'batch_norm': True, 'lr': 0.00017223190497461975, 'weight_decay': 7.048304970524117e-07, 'epochs': 251, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:47:54,034] Trial 89 finished with value: 0.07808040869884253 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.41032573647839904, 'batch_norm': False, 'lr': 0.0009885626052078863, 'weight_decay': 4.4912401401510645e-07, 'epochs': 267, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:51:24,320] Trial 90 finished with value: 0.21491619036111806 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.35709941909799126, 'batch_norm': False, 'lr': 8.547839948435133e-05, 'weight_decay': 2.3334626323097755e-07, 'epochs': 263, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
[I 2025-10-18 04:55:09,473] Trial 91 finished with value: 0.11142306894062598 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3306892649303857, 'batch_norm': False, 'lr': 1.0778619157088182e-06, 'weight_decay': 2.699859589530144e-07, 'epochs': 275, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 69 with value: 0.2278205984115373.
